Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
06/04/2019,Wrexham,Braintree Town,3,1,H
09/04/2019,Leyton Orient,Eastleigh,3,2,H
09/04/2019,Gateshead,AFC Fylde,0,1,A
09/04/2019,Maidstone United,Barnet,2,1,H
13/04/2019,Salford City,Maidenhead United,3,0,H
13/04/2019,Aldershot Town,Hartlepool United,1,1,D
13/04/2019,Barnet,Wrexham,1,2,A
13/04/2019,Barrow,Dover Athletic,2,3,A
13/04/2019,Braintree Town,AFC Fylde,2,1,H
13/04/2019,Chesterfield,Maidstone United,4,1,H
13/04/2019,Eastleigh,Gateshead,1,0,H
13/04/2019,Ebbsfleet United,Dagenham & Redbridge,0,1,A
13/04/2019,Halifax Town,Bromley,2,2,D
13/04/2019,Harrogate Town,Boreham Wood,0,1,A
13/04/2019,Solihull Moors,Havant & Waterlooville,3,2,H
13/04/2019,Sutton United,Leyton Orient,1,2,A
19/04/2019,AFC Fylde,Barnet,1,0,H
19/04/2019,Boreham Wood,Salford City,2,3,A
19/04/2019,Bromley,Solihull Moors,0,2,A
19/04/2019,Dagenham & Redbridge,Eastleigh,2,0,H
19/04/2019,Dover Athletic,Aldershot Town,1,0,H
19/04/2019,Gateshead,Chesterfield,1,0,H
19/04/2019,Hartlepool United,Halifax Town,2,1,H
19/04/2019,Havant & Waterlooville,Ebbsfleet United,3,3,D
19/04/2019,Leyton Orient,Harrogate Town,2,0,H
19/04/2019,Maidenhead United,Barrow,1,1,D
19/04/2019,Maidstone United,Braintree Town,0,2,A
19/04/2019,Wrexham,Sutton United,1,0,H
22/04/2019,Aldershot Town,Havant & Waterlooville,2,0,H
22/04/2019,Barnet,Bromley,1,1,D
22/04/2019,Barrow,Hartlepool United,1,0,H
22/04/2019,Braintree Town,Dagenham & Redbridge,2,0,H
22/04/2019,Chesterfield,Boreham Wood,3,2,H
22/04/2019,Eastleigh,Maidenhead United,2,0,H
22/04/2019,Ebbsfleet United,Dover Athletic,0,1,A
22/04/2019,Halifax Town,Wrexham,2,1,H
22/04/2019,Harrogate Town,Gateshead,2,0,H
22/04/2019,Salford City,AFC Fylde,0,1,A
22/04/2019,Solihull Moors,Leyton Orient,0,0,D
22/04/2019,Sutton United,Maidstone United,2,2,D
27/04/2019,AFC Fylde,Halifax Town,0,2,A
27/04/2019,Boreham Wood,Eastleigh,3,3,D
27/04/2019,Bromley,Ebbsfleet United,5,1,H
27/04/2019,Dagenham & Redbridge,Solihull Moors,1,1,D
27/04/2019,Dover Athletic,Sutton United,3,0,H
27/04/2019,Gateshead,Barrow,0,2,A
27/04/2019,Hartlepool United,Salford City,3,2,H
27/04/2019,Havant & Waterlooville,Barnet,0,2,A
27/04/2019,Leyton Orient,Braintree Town,0,0,D
27/04/2019,Maidenhead United,Chesterfield,2,0,H
27/04/2019,Maidstone United,Aldershot Town,0,2,A
27/04/2019,Wrexham,Harrogate Town,2,1,H
