Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
14/04/2018,Macclesfield Town,Leyton Orient,1,1,D
14/04/2018,Torquay United,Halifax Town,1,0,H
14/04/2018,Boreham Wood,Chester,4,2,H
14/04/2018,Gateshead,Eastleigh,2,0,H
14/04/2018,Maidenhead United,Dover Athletic,3,2,H
14/04/2018,Sutton United,Hartlepool United,1,1,D
14/04/2018,Tranmere Rovers,Aldershot Town,2,0,H
14/04/2018,Maidstone United,AFC Fylde,1,0,H
17/04/2018,Maidenhead United,Sutton United,2,1,H
17/04/2018,Aldershot Town,Gateshead,1,0,H
17/04/2018,Hartlepool United,Leyton Orient,1,0,H
17/04/2018,Dover Athletic,Tranmere Rovers,0,1,A
17/04/2018,Eastleigh,Ebbsfleet United,0,1,A
17/04/2018,Bromley,Dagenham & Redbridge,3,1,H
17/04/2018,Guiseley,Barrow,0,1,A
19/04/2018,Guiseley,Dagenham & Redbridge,3,5,A
21/04/2018,Hartlepool United,Torquay United,1,1,D
21/04/2018,Halifax Town,Tranmere Rovers,0,2,A
21/04/2018,Guiseley,Woking,1,2,A
21/04/2018,AFC Fylde,Solihull Moors,1,1,D
21/04/2018,Ebbsfleet United,Sutton United,0,1,A
21/04/2018,Eastleigh,Macclesfield Town,0,2,A
21/04/2018,Aldershot Town,Barrow,1,1,D
21/04/2018,Bromley,Boreham Wood,3,2,H
21/04/2018,Chester,Maidstone United,1,3,A
21/04/2018,Dagenham & Redbridge,Maidenhead United,1,0,H
21/04/2018,Dover Athletic,Gateshead,3,2,H
21/04/2018,Leyton Orient,Wrexham,1,0,H
24/04/2018,Tranmere Rovers,Solihull Moors,1,2,A
24/04/2018,Torquay United,Guiseley,3,4,A
24/04/2018,Gateshead,Ebbsfleet United,2,5,A
24/04/2018,Leyton Orient,Maidenhead United,0,1,A
24/04/2018,Bromley,Barrow,0,0,D
28/04/2018,Barrow,Chester,1,2,A
28/04/2018,Boreham Wood,Guiseley,3,1,H
28/04/2018,Gateshead,Leyton Orient,1,3,A
28/04/2018,Macclesfield Town,Dagenham & Redbridge,2,0,H
28/04/2018,Maidenhead United,Bromley,5,2,H
28/04/2018,Maidstone United,Halifax Town,0,0,D
28/04/2018,Solihull Moors,Eastleigh,1,4,A
28/04/2018,Sutton United,Aldershot Town,2,1,H
28/04/2018,Torquay United,Ebbsfleet United,1,1,D
28/04/2018,Tranmere Rovers,Hartlepool United,1,2,A
28/04/2018,Woking,Dover Athletic,1,2,A
28/04/2018,Wrexham,AFC Fylde,0,0,D
